PROCESSNAME,REFERENCEFLOW,LOCATION,CATEGORY,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5
"MSW landfilling of Mixed Paper (primarily from offices); LFG recovery and electricity generation, aggressive collection, National average conditions","Mixed Paper (primarily from offices), landfilled",United States,National Average,Aggressive collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (primarily residential); LFG recovery and electricity generation, typical collection, dry conditions (k=0.02)","Mixed Paper (primarily residential), landfilled",United States,Dry conditions (k=0.02),Typical operation,Energy production,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (primarily residential); LFG recovery and electricity generation, worst-case collection, bioreactor (k=0.12)","Mixed Paper (primarily residential), landfilled",United States,Bioreactor (k=0.12),Worst-case collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Mixed Organics; LFG recovery and flaring, worst-case collection, wet conditions (k=0.06)","Mixed Organics, landfilled",United States,Wet conditions (k=0.06),Worst-case collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (primarily residential); National average LFG recovery, typical collection, dry conditions (k=0.02)","Mixed Paper (primarily residential), landfilled",United States,Dry conditions (k=0.02),Typical operation,National Average LFG recovery,Landfilling,NULL
"MSW landfilling of Mixed Paper (general); LFG recovery and electricity generation, California regulatory collection, dry conditions (k=0.02)","Mixed Paper (general), landfilled",United States,Dry conditions (k=0.02),California regulatory collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Mixed Recyclables; LFG recovery and flaring, California regulatory collection, wet conditions (k=0.06)","Mixed Recyclables, landfilled",United States,Wet conditions (k=0.06),California regulatory collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (primarily from offices); LFG recovery and electricity generation, California regulatory collection, dry conditions (k=0.02)","Mixed Paper (primarily from offices), landfilled",United States,Dry conditions (k=0.02),California regulatory collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (general); National average LFG recovery, typical collection, bioreactor (k=0.12)","Mixed Paper (general), landfilled",United States,Bioreactor (k=0.12),Typical operation,National Average LFG recovery,Landfilling,NULL
"MSW landfilling of Mixed Organics; LFG recovery and electricity generation, typical collection, dry conditions (k=0.02)","Mixed Organics, landfilled",United States,Dry conditions (k=0.02),Typical operation,Energy production,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (primarily from offices); LFG recovery and electricity generation, typical collection, wet conditions (k=0.06)","Mixed Paper (primarily from offices), landfilled",United States,Wet conditions (k=0.06),Typical operation,Energy production,LFG recovery,Landfilling
"MSW landfilling of Mixed Recyclables; LFG recovery and flaring, aggressive collection, wet conditions (k=0.06)","Mixed Recyclables, landfilled",United States,Wet conditions (k=0.06),Aggressive collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (general); LFG recovery and electricity generation, California regulatory collection, moderate conditions (k=0.04)","Mixed Paper (general), landfilled",United States,Moderate conditions (k=0.04),California regulatory collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Mixed Organics; LFG recovery and electricity generation, typical collection, bioreactor (k=0.12)","Mixed Organics, landfilled",United States,Bioreactor (k=0.12),Typical operation,Energy production,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (primarily from offices); LFG recovery and flaring, worst-case collection, dry conditions (k=0.02)","Mixed Paper (primarily from offices), landfilled",United States,Dry conditions (k=0.02),Worst-case collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (primarily from offices); LFG recovery and electricity generation, aggressive collection, bioreactor (k=0.12)","Mixed Paper (primarily from offices), landfilled",United States,Bioreactor (k=0.12),Aggressive collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Mixed Recyclables; LFG recovery and electricity generation, California regulatory collection, moderate conditions (k=0.04)","Mixed Recyclables, landfilled",United States,Moderate conditions (k=0.04),California regulatory collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (general); National average LFG recovery, typical collection, National average conditions","Mixed Paper (general), landfilled",United States,National Average,Typical operation,National Average LFG recovery,Landfilling,NULL
"MSW landfilling of Mixed Paper (primarily from offices); LFG recovery and electricity generation, typical collection, bioreactor (k=0.12)","Mixed Paper (primarily from offices), landfilled",United States,Bioreactor (k=0.12),Typical operation,Energy production,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (primarily from offices); LFG recovery and electricity generation, typical collection, National average conditions","Mixed Paper (primarily from offices), landfilled",United States,National Average,Typical operation,Energy production,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (primarily residential); LFG recovery and electricity generation, aggressive collection, bioreactor (k=0.12)","Mixed Paper (primarily residential), landfilled",United States,Bioreactor (k=0.12),Aggressive collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (primarily residential); LFG recovery and flaring, aggressive collection, National average conditions","Mixed Paper (primarily residential), landfilled",United States,National Average,Aggressive collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Mixed Recyclables; LFG recovery and flaring, worst-case collection, National average conditions","Mixed Recyclables, landfilled",United States,National Average,Worst-case collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Mixed Recyclables; LFG recovery and electricity generation, aggressive collection, National average conditions","Mixed Recyclables, landfilled",United States,National Average,Aggressive collection,Energy production,LFG recovery,Landfilling
"Compost piles turning, operation with diesel","Compost piles turning, operation with diesel",NULL,Transport,NULL,NULL,NULL,NULL
MSW composting of Mixed Organics (based on amounts recovered),"Mixed Organics, composted",NULL,Composting,NULL,NULL,NULL,NULL
"MSW landfilling of Mixed Paper (general); LFG recovery and flaring, aggressive collection, National average conditions","Mixed Paper (general), landfilled",United States,National Average,Aggressive collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Mixed Organics; National average LFG recovery, typical collection, dry conditions (k=0.02)","Mixed Organics, landfilled",United States,Dry conditions (k=0.02),Typical operation,National Average LFG recovery,Landfilling,NULL
"MSW landfilling of Mixed Organics; National average LFG recovery, typical collection, wet conditions (k=0.06)","Mixed Organics, landfilled",United States,Wet conditions (k=0.06),Typical operation,National Average LFG recovery,Landfilling,NULL
"MSW landfilling of Mixed Organics; LFG recovery and flaring, typical collection, moderate conditions (k=0.04)","Mixed Organics, landfilled",United States,Moderate conditions (k=0.04),Typical operation,Flaring,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (primarily residential); LFG recovery and electricity generation, worst-case collection, National average conditions","Mixed Paper (primarily residential), landfilled",United States,National Average,Worst-case collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (general); LFG recovery and electricity generation, worst-case collection, wet conditions (k=0.06)","Mixed Paper (general), landfilled",United States,Wet conditions (k=0.06),Worst-case collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Mixed Organics; LFG recovery and electricity generation, worst-case collection, National average conditions","Mixed Organics, landfilled",United States,National Average,Worst-case collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (primarily from offices); LFG recovery and electricity generation, typical collection, moderate conditions (k=0.04)","Mixed Paper (primarily from offices), landfilled",United States,Moderate conditions (k=0.04),Typical operation,Energy production,LFG recovery,Landfilling
"MSW landfilling of Mixed Recyclables; National average LFG recovery, typical collection, bioreactor (k=0.12)","Mixed Recyclables, landfilled",United States,Bioreactor (k=0.12),Typical operation,National Average LFG recovery,Landfilling,NULL
"MSW landfilling of Mixed Paper (general); LFG recovery and electricity generation, worst-case collection, bioreactor (k=0.12)","Mixed Paper (general), landfilled",United States,Bioreactor (k=0.12),Worst-case collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (primarily from offices); LFG recovery and flaring, worst-case collection, bioreactor (k=0.12)","Mixed Paper (primarily from offices), landfilled",United States,Bioreactor (k=0.12),Worst-case collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (primarily residential); National average LFG recovery, typical collection, moderate conditions (k=0.04)","Mixed Paper (primarily residential), landfilled",United States,Moderate conditions (k=0.04),Typical operation,National Average LFG recovery,Landfilling,NULL
"MSW landfilling of Mixed Paper (general); LFG recovery and flaring, aggressive collection, wet conditions (k=0.06)","Mixed Paper (general), landfilled",United States,Wet conditions (k=0.06),Aggressive collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (general); LFG recovery and electricity generation, worst-case collection, dry conditions (k=0.02)","Mixed Paper (general), landfilled",United States,Dry conditions (k=0.02),Worst-case collection,Energy production,LFG recovery,Landfilling
"MSW landfilling of Mixed Organics; LFG recovery and flaring, typical collection, wet conditions (k=0.06)","Mixed Organics, landfilled",United States,Wet conditions (k=0.06),Typical operation,Flaring,LFG recovery,Landfilling
"MSW landfilling of Mixed Organics; LFG recovery and flaring, typical collection, National average conditions","Mixed Organics, landfilled",United States,National Average,Typical operation,Flaring,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (general); LFG recovery and flaring, worst-case collection, moderate conditions (k=0.04)","Mixed Paper (general), landfilled",United States,Moderate conditions (k=0.04),Worst-case collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (general); LFG recovery and flaring, aggressive collection, moderate conditions (k=0.04)","Mixed Paper (general), landfilled",United States,Moderate conditions (k=0.04),Aggressive collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (primarily residential); LFG recovery and flaring, worst-case collection, bioreactor (k=0.12)","Mixed Paper (primarily residential), landfilled",United States,Bioreactor (k=0.12),Worst-case collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (general); National average LFG recovery, typical collection, moderate conditions (k=0.04)","Mixed Paper (general), landfilled",United States,Moderate conditions (k=0.04),Typical operation,National Average LFG recovery,Landfilling,NULL
"MSW landfilling of Mixed Paper (primarily residential); LFG recovery and flaring, typical collection, National average conditions","Mixed Paper (primarily residential), landfilled",United States,National Average,Typical operation,Flaring,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (primarily residential); LFG recovery and flaring, typical collection, wet conditions (k=0.06)","Mixed Paper (primarily residential), landfilled",United States,Wet conditions (k=0.06),Typical operation,Flaring,LFG recovery,Landfilling
"MSW landfilling of Mixed Paper (primarily from offices); LFG recovery and flaring, aggressive collection, moderate conditions (k=0.04)","Mixed Paper (primarily from offices), landfilled",United States,Moderate conditions (k=0.04),Aggressive collection,Flaring,LFG recovery,Landfilling
"MSW landfilling of Mixed Recyclables; LFG recovery and electricity generation, worst-case collection, wet conditions (k=0.06)","Mixed Recyclables, landfilled",United States,Wet conditions (k=0.06),Worst-case collection,Energy production,LFG recovery,Landfilling
